IMEI	Advertising ID
320135	1579473841854-3351667951697041778
390130	1581021608124-8670798917235303020
354502	1579710511871-1650681627058726013
376873	1580244109661-8661148954330518487
98290	1578612567676-985169725479837535
239554	1579287386103-930802597390325951
126703	1578809470235-5232476077168179216
336160	1579551096715-8419014828799114790
379146	1580314386855-5502816257041730666
308126	1579451980466-1634394439026396771
333569	1579541943546-4005657292253750795
391552	1581185577357-7097445692201077403
193552	1579098368100-6322843931571824830
353743	1579804951129-6001875264692380039
379827	1580326896339-8694278677047633639
160032	1578979694309-1008373265546432724
387604	1580749922513-5003490086451758459
129319	1578833910240-1633393474444165852
134262	1578852343736-553838385487687162
225898	1579253407234-3920766648438577253
366288	1579988287751-4315695324848373137
391388	1581169575706-4125094189839583815
143263	1578917497663-7214229432722835639
387839	1580767263953-605837490123240334
336331	1579551717987-7181088215410589144
391416	1581171850078-2594432800171802441
317970	1579468543150-5543016473418328197
388337	1580826259728-4415763020284609932
389226	1580918417393-6388271009718960289
364652	1579963643547-8468430210049240075
245652	1579298255358-7079289643982868132
391373	1581168433599-9221898816101757357
379861	1580461996165-2194874801890891890
363959	1579949552602-7798059674012118871
329402	1579525512605-9022069627588300950
361453	1579881267331-4155422982847135645
136390	1578862482022-8159926023912958192
266705	1579356963577-5358263731013333488
376240	1580235302135-6159983388604673782
271355	1579366183281-58774512771929236
300898	1579438964761-7672650580494994075
296752	1579431744600-2915251912282418435
47166	1576868188155-1853370229964256726
175982	1579026720365-889911710017895054
389814	1580990485437-891732339077104934
264540	1579353485495-121767997209280021
365549	1579979840334-7768487438933197441
391262	1581157756585-3165908415630588767
306425	1579448657231-8794041276976539575
374037	1580165913927-235458321531963928
383661	1580457035422-2965109950418154565
334378	1579544791306-5655494146414548736
388938	1580887217851-4315092222553144251
391217	1581152618048-1269416149854696279
88234	1578431170790-7700928645896126733
332609	1579537970615-4733629114535743507
391233	1581155005213-3495152273653204519
237781	1579284449374-7116558113303891848
60534	1577313760403-118638930846118011
366141	1579986138772-7207355071763986122
383856	1580468268155-3319526636851885893
169619	1579010899012-7747600839627885107
381997	1580397357958-5608285020707353028
187981	1579074083376-2540852079654994469
251906	1579349377920-4598810719994324834
301104	1579439399623-962773696191480022
391179	1581148468596-119927040085004966
371555	1580112233626-5319107486965781435
290243	1579419110262-5980422210088137224
365336	1579975028788-1723640737241106505
389898	1580998528480-5688855548591055580
391103	1581136605813-1371713445031693324
152269	1578946546196-5504213806305808026
377255	1580537220267-3291868182549714377
241403	1579290669891-4660367454742019346
391068	1581131848650-6170635053033568155
76133	1578204057020-312412046717980794
369319	1580058438375-1660749403889076651
274028	1579370641810-8604454831632768510
378263	1580292281863-1682474467395392189
374002	1580165197932-852410328665464930
365136	1579972270005-400041886865964786
376843	1580243653331-2819650694669370381
33565	1576452917402-7701224773004392857
196347	1581122089719-6024607186005408001
118356	1578761742486-2303068579394067881
195454	1579105252559-6551590977305055074
390416	1581062228430-7138621834425836648
390981	1581119245500-3429365632953618577
109940	1578788147315-5122399968877512329
157184	1578961644630-7899630565586218222
92367	1578532997248-3339286620073771898
246444	1579300127674-3162169176793877540
384796	1580513720612-4239439010881380829
390948	1581115577847-8420484053518079026
356119	1579733711055-1744634386130674622
106407	1578678415942-954852077222226464
198851	1579118021447-3889454157671929796
364838	1579967154749-6781516363200165825
384711	1580507322630-4724056247837283536
333792	1579542719268-2548723845989730286
381459	1580383146594-7691563326526947400
383221	1580427089714-7540058922237630072
228016	1579265666638-7070525395289647443
219177	1579212355226-7167128744977567136
360144	1579846589348-3701873678665587211
89880	1578486601650-3063269761685022695
390724	1581095308631-1374643373074586000
390592	1581083543376-5473297109188649881
366397	1579990105629-4294612239702888689
377283	1580252310493-4108655602299688032
91860	1578521492578-4400625945853597577
366679	1579996942012-3647306787768584753
379940	1580328661241-130409049158813757
363058	1579916985852-2848731618966827321
198915	1579114609680-4530364021457211529
184586	1579051303268-5293280680019928819
118742	1578763329339-6353758593698815845
381503	1580384454184-1304008616485468890
246488	1579300096000-4922808373696820364
390856	1581104488172-2786237963970074856
377789	1580274842830-1048124753096465451
189637	1579082670142-965740781777019763
367274	1580023569935-1333157046746430597
389256	1580920559042-5437047668875590392
375512	1580243646748-7751250228239583458
110279	1578703248098-4354154586798617773
91402	1578514599529-8197086816213604469
371085	1580377223797-8714294135308945746
162422	1578991096752-2990304302557492565
368005	1580038152197-8176194814914561298
382414	1580407317163-5184029494122705190
371954	1580124260388-3603780662086704203
390201	1581029132714-7752029693614028446
173704	1579021180909-2021073105997548395
389283	1580923450652-8181676359476370380
234929	1579279054067-550411150991546576
364807	1579966355850-4938421738832367655
382074	1580399148195-6833136790563244638
30693	1576421824725-8508242112217516679
381152	1580372364593-2890136154392131730
227149	1579258019455-5534184417667837214
245264	1579297474595-3460065380849771838
329658	1579526294417-6869559210565215565
380575	1580343966008-7419546194704132548
169433	1579010451970-4325062398653218838
101019	1578638876924-8623171467178472558
6566	1575717307663-3353051202558120421
380060	1580330532109-6493111065804729769
312911	1579459602397-7976465258968749200
380821	1580356494442-3146108962543449783
389781	1580987192267-3960104176636119498
327625	1579517910404-847238957408016742
327043	1579515019037-4927707741850348903
147768	1580079961537-291875534937388137
383772	1580476372926-7363592963543195287
326223	1579510348684-2313539705847783866
382118	1580400015123-3265725392609129942
168786	1579008876641-6366011971775216225
356893	1579794878333-5355265655058268487
194241	1579100795057-2082785367655265490
178316	1579031820646-5234383753414461901
360348	1579854488295-7714670984373024589
94931	1578593204061-289433231511075907
375590	1580221694189-6439726303888395516
146112	1578928763641-5328940333205126962
120665	1578770772757-2650749039066316105
357048	1579766121987-606255730094216723
375342	1580215294542-9198871409924571284
290955	1579421282502-1373137643378475392
383006	1580455562377-3068222690250993907
390468	1581068979915-7139514837730422784
388712	1580856827736-7975960548775597132
168234	1579007572734-4021616769049178596
369983	1580067487359-547515894561227028
382436	1580407677489-8875417180443708998
335893	1579550214668-6701692162279328778
103683	1578659129391-5377777610829479352
301865	1579440513068-1969620565699297583
200182	1579122922415-6963547823120868185
239547	1579287525767-6635646137240715258
373000	1580148491729-6880858758430701321
383739	1580461451337-2292497765317505993
297262	1579432717448-1454116314225466539
84033	1578328597974-6987988296018720290
143938	1578920395169-8632532119528102300
386490	1580653727838-7646262653789678966
333487	1579541669546-3185805733488306622
261972	1579349203571-883926111118961709
382224	1580402930328-1451087382857378646
149003	1581019507027-1647709431400107308
370716	1580077812880-7319638877144899902
380138	1580331881097-3770230436424858655
204363	1579499904590-3778445981436294982
379731	1581055647513-10410726127990743
367620	1580031017167-4435481637426542144
383957	1580472549421-6145534698869795085
388090	1580800449211-833224030202738355
388927	1580885990475-5935810522937709473
380995	1580365924457-5014613046712980633
251608	1579407479487-2782953225396751963
348096	1579634023881-5212196900879996564
352179	1579672953686-8673209529420363218
390161	1581023702668-4485882280733873031
182576	1579042367129-4609543689878534826
302333	1579441249594-3599212770255202284
170010	1579011756232-5543706064603077061
288911	1579414567061-4794319575876246849
343326	1579607263396-2567452554769570164
107915	1578686488172-1920493667976499678
379983	1580329342860-5766115337896463817
204911	1579160572764-3742025631488332029
236111	1579281358749-6487916691703372600
197263	1579112274588-860636164448384994
99666	1578625569343-4494065597204519225
379573	1580322628209-5434700046228575336
388769	1580862803839-189136826322333986
356244	1579736877718-7100876891262083144
257660	1579667977792-1169030854810661703
339849	1579736293452-1592902696324674545
307793	1579451466770-2435940715393657573
332534	1579537721353-9199919869733020407
370803	1580079746790-8443424526976433043
313776	1579507747044-1476736067758653521
91662	1578518362754-298687571987927938
385856	1580597765798-276087301070717116
376932	1580249190057-1611254296906151850
201312	1579128068471-1304975696209382458
211199	1579191758284-3482339774501052601
87503	1578418002666-856405046236623101
271084	1579365726671-1418917877208242980
389238	1580919288636-4401880682722999449
365524	1579977521670-59937858288841130
338231	1579560124990-1907426256197105522
389988	1581008974106-7214069420460129868
371008	1580087535990-8217817186813496403
272795	1579368592503-4971303113016122260
389510	1580947242114-2869945613942726495
359832	1579829560237-3317223500751517448
388552	1580843580248-2670794770812556411
178425	1579032314108-9066740511101694133
218322	1579853591347-8237697902550884789
373466	1580155170731-2838311583411657620
376191	1580234604031-3028755162071407347
375280	1580213471612-374094431084847939
313613	1579460869717-943513517780751668
318487	1579469682090-5091276995909492505
140956	1578904642092-4631772023958556556
384541	1580497563308-2564001004356517770
365873	1579982239869-668788489895922857
390039	1581014634169-2527647411802917895
359095	1579810505341-3241958534663294346
307300	1579450671926-1866869827192808097
351034	1579655948336-3062290260339807117
378817	1580307085199-8833101507310757633
164828	1578999090784-394184843772144599
377502	1580260144968-8029545800069223308
372017	1580125833782-2354608762985813374
364651	1579963617789-1584405252266410123
375518	1580219898253-7369943105632941666
388697	1580855358663-7415357111849075454
383965	1580472992567-52081718468009185
91447	1578515629777-2189350507949059366
361803	1579887369555-6294109339872448604
376449	1580238130496-1486964276822390029
252203	1579327959178-5992264763076981624
212758	1579196503534-6253356254886532257
389846	1580994785516-7623745391197648908
380206	1580333249053-1250139983787536378
187251	1579069248309-7463970491507330804
199471	1579120240308-4408445005087149061
383945	1580472168521-3654509663709039690
387647	1580752946778-2957093870408997282
377968	1580281901301-7143363915371058404
286897	1579403039314-6878484426030966155
258901	1579343656261-2892514854183357946
389403	1580935550259-1709023661438458626
212335	1579197628284-3366158391950535155
364641	1579963420481-8370340556306590727
329533	1579526036014-1181346977113413166
95058	1578593902291-6685307732191309191
179696	1579034810784-5203201405213295204
380490	1580340375340-2171123891987227517
378734	1580304737016-2254159575762577526
104499	1578685418346-7564432441764106753
377686	1580269400763-2316148121017468032
263417	1579351622118-5323325300482618302
389894	1580999676072-9146650655807016984
389730	1580979995506-1214408196607535856
257937	1579341793370-3320779504564652403
161639	1579086856770-315031335480847486
81927	1578293810749-1123477708037789280
377196	1580250019611-1324410917748206967
386144	1580630199948-5625437458029677741
346888	1579628154555-1646183067180619657
267697	1579358583187-2665854389490219988
163727	1580669018816-7794359959280305614
47504	1576875692319-8566129720239322209
377037	1580646611854-8875119241870775486
383954	1580472710274-1832372172790441621
135961	1578860214529-3421600320327722865
388278	1580821393838-2987052339624586826
388459	1580835753375-8598830417160482533
372305	1580133303699-5616750096778360699
99845	1580248691096-8600614612924910620
378892	1580308855090-8863391524065195764
388283	1580822081706-97105765646973865
321021	1579477254065-3115607336373083440
191481	1579091053869-8127400948157485196
326914	1579514294981-7961677506289617504
164057	1578997075071-1575224987117722485
389769	1580985433372-4682021790082405445
345733	1579621471968-8076357030305134115
58179	1577275392386-6581625211231585149
140084	1578896811262-2832096196180090558
347000	1579628732210-4328584421254165158
355992	1579731240252-614515714252832313
346643	1579626781058-7550920471906630169
375046	1580206882775-7735861407377401188
389710	1580976582613-5690493968382296018
375311	1580214487240-1422108837986194811
325721	1579507873141-6408848497377933987
386238	1580638046360-6884018298386938228
370449	1580073170053-138958028858480874
179529	1579034371774-5659581056784239079
381359	1580379636411-2802222127363979457
383515	1580447112188-4092641064908452099
368289	1580042252670-445148180237782153
369990	1580067170438-84538375299350265
387103	1580704070556-8292413299406696055
378986	1580311034557-5208168127917807571
